NAME,PRICE,CUSINE_CATEGORY,REGION,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,DAYS_OPEN
Restaurant_13701,2060,North Indian,Chembur,Bar,11am to 12midnight,Excellent,5.0,9435,Tue-Sun
Restaurant_13702,2065,Cafe,Vashi,Casual Dining,10am to 11pm,Good,3.0,5992,Mon-Fri
Restaurant_13703,713,Italian,Andheri,Dessert Parlor,12noon to 1am,Very Good,3.4,4781,Mon-Fri
Restaurant_13704,662,Fast Food,Andheri,Casual Dining,12noon to 1am,Excellent,3.4,2482,Tue-Sun
Restaurant_13705,2199,North Indian,Vashi,Bar,11am to 12midnight,Poor,3.8,9203,Tue-Sun
Restaurant_13706,1844,Fast Food,Chembur,Casual Dining,10am to 11pm,Very Good,4.6,3326,Mon-Sun
Restaurant_13707,1905,Fast Food,Vashi,Quick Bites,11am to 12midnight,Very Good,4.3,540,Mon-Sun
Restaurant_13708,2068,North Indian,Borivali,Casual Dining,10am to 11pm,Good,3.0,5012,Tue-Sun
Restaurant_13709,2352,Chinese,Borivali,Quick Bites,12noon to 1am,Very Good,4.3,6362,Mon-Sun
Restaurant_13710,830,Chinese,Dadar,Cafe,10am to 11pm,Excellent,2.8,3177,Mon-Sun
Restaurant_13711,356,Fast Food,Dadar,Dessert Parlor,10am to 11pm,Excellent,3.0,2940,Mon-Sun
Restaurant_13712,284,Chinese,Vashi,Casual Dining,11am to 12midnight,Good,3.5,7437,Mon-Fri
Restaurant_13713,2292,Fast Food,Dadar,Quick Bites,10am to 11pm,Excellent,3.4,6855,Mon-Fri
Restaurant_13714,2131,Cafe,Chembur,Bar,12noon to 1am,Good,4.7,5060,Tue-Sun
Restaurant_13715,1813,North Indian,Dadar,Fine Dining,12noon to 1am,Average,5.0,1650,Mon-Sun
Restaurant_13716,345,Fast Food,Bandra,Bar,12noon to 1am,Good,3.0,6391,Tue-Sun
Restaurant_13717,2334,Chinese,Bandra,Quick Bites,11am to 12midnight,Poor,4.1,6723,Mon-Fri
Restaurant_13718,965,Chinese,Chembur,Dessert Parlor,10am to 11pm,Poor,4.0,3012,Mon-Sun
Restaurant_13719,2187,Seafood,Thane,Cafe,10am to 11pm,Excellent,4.4,8150,Mon-Sun
Restaurant_13720,700,Seafood,Bandra,Cafe,11am to 12midnight,Average,4.2,1994,Mon-Fri
Restaurant_13721,1061,Chinese,Borivali,Dessert Parlor,12noon to 1am,Poor,3.2,1989,Mon-Sun
Restaurant_13722,1541,Cafe,Vashi,Fine Dining,12noon to 1am,Poor,4.6,318,Mon-Sun
Restaurant_13723,2156,Italian,Borivali,Casual Dining,11am to 12midnight,Poor,3.7,5721,Tue-Sun
Restaurant_13724,2497,Fast Food,Chembur,Quick Bites,11am to 12midnight,Excellent,4.8,9334,Tue-Sun
Restaurant_13725,2231,Seafood,Dadar,Cafe,12noon to 1am,Very Good,3.9,4154,Mon-Fri
Restaurant_13726,632,Fast Food,Dadar,Dessert Parlor,12noon to 1am,Very Good,3.2,4322,Tue-Sun
Restaurant_13727,1088,Seafood,Bandra,Cafe,10am to 11pm,Very Good,4.7,6263,Tue-Sun
Restaurant_13728,2142,North Indian,Goregaon,Cafe,12noon to 1am,Excellent,4.6,3911,Mon-Sun
Restaurant_13729,457,North Indian,Powai,Casual Dining,12noon to 1am,Very Good,4.9,9419,Tue-Sun
Restaurant_13730,477,Chinese,Dadar,Cafe,10am to 11pm,Good,4.7,7417,Tue-Sun
Restaurant_13731,2319,North Indian,Thane,Quick Bites,11am to 12midnight,Excellent,3.1,2589,Mon-Sun
Restaurant_13732,1148,North Indian,Powai,Dessert Parlor,10am to 11pm,Excellent,4.5,5914,Tue-Sun
Restaurant_13733,492,Italian,Borivali,Fine Dining,10am to 11pm,Average,4.0,9597,Tue-Sun
Restaurant_13734,1226,Cafe,Bandra,Fine Dining,12noon to 1am,Poor,3.5,3253,Mon-Fri
Restaurant_13735,801,Chinese,Chembur,Fine Dining,11am to 12midnight,Average,2.5,4488,Mon-Sun
Restaurant_13736,1533,Italian,Malad,Casual Dining,12noon to 1am,Very Good,4.2,7582,Tue-Sun
Restaurant_13737,883,Chinese,Chembur,Fine Dining,11am to 12midnight,Excellent,4.6,8510,Tue-Sun
Restaurant_13738,1928,Cafe,Thane,Casual Dining,10am to 11pm,Excellent,4.0,7771,Tue-Sun
Restaurant_13739,2479,Chinese,Chembur,Fine Dining,11am to 12midnight,Very Good,3.3,6291,Tue-Sun
Restaurant_13740,1082,Fast Food,Vashi,Dessert Parlor,12noon to 1am,Poor,2.6,1527,Mon-Sun
Restaurant_13741,1142,Fast Food,Goregaon,Quick Bites,11am to 12midnight,Average,4.1,6415,Tue-Sun
Restaurant_13742,1271,Fast Food,Thane,Fine Dining,11am to 12midnight,Poor,3.5,3349,Mon-Fri
Restaurant_13743,2430,North Indian,Powai,Cafe,11am to 12midnight,Very Good,3.7,2355,Mon-Fri
Restaurant_13744,961,Cafe,Borivali,Cafe,12noon to 1am,Average,3.9,581,Tue-Sun
Restaurant_13745,1976,Italian,Bandra,Fine Dining,10am to 11pm,Average,4.4,2474,Tue-Sun
Restaurant_13746,1935,Italian,Vashi,Quick Bites,10am to 11pm,Poor,3.8,2349,Mon-Sun
Restaurant_13747,1798,Seafood,Andheri,Bar,11am to 12midnight,Poor,3.8,5374,Mon-Sun
Restaurant_13748,212,Italian,Vashi,Dessert Parlor,11am to 12midnight,Excellent,3.7,9740,Mon-Sun
Restaurant_13749,1785,Fast Food,Andheri,Quick Bites,11am to 12midnight,Excellent,3.6,3714,Mon-Fri
Restaurant_13750,1722,Fast Food,Malad,Cafe,10am to 11pm,Poor,4.1,6610,Mon-Fri
Restaurant_13751,1522,Seafood,Malad,Dessert Parlor,12noon to 1am,Very Good,2.6,7756,Tue-Sun
Restaurant_13752,961,North Indian,Powai,Fine Dining,11am to 12midnight,Poor,4.3,6983,Tue-Sun
Restaurant_13753,2032,Italian,Bandra,Dessert Parlor,11am to 12midnight,Excellent,3.3,2231,Mon-Fri
Restaurant_13754,607,Cafe,Chembur,Cafe,11am to 12midnight,Average,3.4,7442,Mon-Fri
Restaurant_13755,1767,Seafood,Chembur,Quick Bites,10am to 11pm,Very Good,4.0,9820,Tue-Sun
Restaurant_13756,565,Italian,Borivali,Bar,10am to 11pm,Excellent,3.1,1467,Mon-Fri
Restaurant_13757,1221,North Indian,Goregaon,Dessert Parlor,12noon to 1am,Very Good,4.1,6207,Tue-Sun
Restaurant_13758,389,Cafe,Andheri,Fine Dining,11am to 12midnight,Very Good,2.8,1029,Mon-Sun
Restaurant_13759,1862,Cafe,Malad,Dessert Parlor,11am to 12midnight,Average,4.1,9470,Tue-Sun
Restaurant_13760,2309,North Indian,Bandra,Dessert Parlor,10am to 11pm,Excellent,4.3,2784,Mon-Sun
Restaurant_13761,1966,Italian,Borivali,Fine Dining,10am to 11pm,Poor,4.2,2858,Mon-Sun
Restaurant_13762,816,Chinese,Malad,Fine Dining,11am to 12midnight,Very Good,4.4,2917,Mon-Fri
Restaurant_13763,1500,Italian,Borivali,Fine Dining,11am to 12midnight,Very Good,3.8,5918,Mon-Fri
Restaurant_13764,666,Seafood,Bandra,Quick Bites,11am to 12midnight,Average,4.7,1571,Mon-Sun
Restaurant_13765,1573,Seafood,Malad,Dessert Parlor,10am to 11pm,Excellent,3.1,1811,Mon-Sun
Restaurant_13766,1093,Italian,Dadar,Fine Dining,11am to 12midnight,Very Good,3.5,3616,Mon-Fri
Restaurant_13767,1240,Fast Food,Powai,Cafe,12noon to 1am,Very Good,4.9,7756,Tue-Sun
Restaurant_13768,2087,Seafood,Chembur,Cafe,10am to 11pm,Good,4.5,5907,Mon-Fri
Restaurant_13769,2093,Chinese,Goregaon,Fine Dining,12noon to 1am,Good,4.4,9969,Mon-Fri
Restaurant_13770,1909,Fast Food,Dadar,Casual Dining,12noon to 1am,Very Good,4.3,9253,Mon-Sun
Restaurant_13771,1304,Chinese,Dadar,Dessert Parlor,10am to 11pm,Average,2.8,4212,Mon-Fri
Restaurant_13772,1058,Cafe,Vashi,Bar,11am to 12midnight,Poor,4.9,4695,Mon-Sun
Restaurant_13773,1816,Seafood,Bandra,Casual Dining,12noon to 1am,Good,3.2,9923,Mon-Sun
Restaurant_13774,1112,Fast Food,Vashi,Dessert Parlor,11am to 12midnight,Good,2.9,5167,Tue-Sun
Restaurant_13775,1918,Italian,Dadar,Dessert Parlor,12noon to 1am,Excellent,2.5,8010,Mon-Fri
Restaurant_13776,1410,Fast Food,Bandra,Fine Dining,10am to 11pm,Poor,3.5,4619,Mon-Fri
Restaurant_13777,574,Cafe,Vashi,Quick Bites,11am to 12midnight,Good,4.2,3407,Tue-Sun
Restaurant_13778,717,Chinese,Vashi,Quick Bites,12noon to 1am,Poor,3.5,829,Mon-Fri
Restaurant_13779,740,Cafe,Thane,Cafe,12noon to 1am,Poor,4.5,7999,Tue-Sun
Restaurant_13780,2409,North Indian,Chembur,Casual Dining,10am to 11pm,Excellent,3.0,8603,Mon-Fri
Restaurant_13781,261,Seafood,Borivali,Casual Dining,12noon to 1am,Very Good,2.9,8095,Mon-Fri
Restaurant_13782,2103,Italian,Goregaon,Fine Dining,10am to 11pm,Very Good,3.2,6840,Mon-Sun
Restaurant_13783,2082,Chinese,Borivali,Casual Dining,12noon to 1am,Good,2.6,6485,Tue-Sun
Restaurant_13784,2328,Cafe,Thane,Fine Dining,11am to 12midnight,Excellent,4.6,1108,Mon-Fri
Restaurant_13785,824,Italian,Chembur,Cafe,10am to 11pm,Good,2.8,6610,Mon-Fri
Restaurant_13786,568,Seafood,Bandra,Bar,12noon to 1am,Good,3.5,4999,Tue-Sun
Restaurant_13787,1909,Italian,Bandra,Bar,12noon to 1am,Very Good,3.7,6776,Mon-Sun
Restaurant_13788,120,Seafood,Borivali,Fine Dining,11am to 12midnight,Excellent,3.1,8063,Mon-Fri
Restaurant_13789,359,Seafood,Goregaon,Bar,12noon to 1am,Poor,4.7,5285,Mon-Fri
Restaurant_13790,1239,Seafood,Powai,Fine Dining,10am to 11pm,Very Good,4.3,3888,Mon-Fri
Restaurant_13791,1536,Cafe,Powai,Casual Dining,12noon to 1am,Good,2.6,2716,Mon-Sun
Restaurant_13792,636,Seafood,Malad,Dessert Parlor,12noon to 1am,Good,3.6,2890,Mon-Sun
Restaurant_13793,1051,Italian,Goregaon,Casual Dining,11am to 12midnight,Average,2.8,9271,Tue-Sun
Restaurant_13794,2079,North Indian,Malad,Fine Dining,11am to 12midnight,Excellent,4.1,8946,Mon-Fri
Restaurant_13795,1940,Italian,Borivali,Dessert Parlor,12noon to 1am,Poor,3.7,6857,Mon-Sun
Restaurant_13796,1956,Cafe,Thane,Quick Bites,11am to 12midnight,Poor,4.5,6850,Mon-Fri
Restaurant_13797,950,Seafood,Thane,Fine Dining,12noon to 1am,Good,4.2,9720,Tue-Sun
Restaurant_13798,2071,North Indian,Borivali,Fine Dining,12noon to 1am,Average,4.5,268,Tue-Sun
Restaurant_13799,1380,Cafe,Thane,Cafe,10am to 11pm,Average,4.7,9741,Tue-Sun
Restaurant_13800,1291,Chinese,Bandra,Bar,12noon to 1am,Excellent,3.0,7010,Tue-Sun
Restaurant_13801,632,Chinese,Powai,Casual Dining,10am to 11pm,Good,4.0,2907,Mon-Sun
Restaurant_13802,2162,Chinese,Thane,Casual Dining,10am to 11pm,Good,2.9,3078,Tue-Sun
Restaurant_13803,2197,North Indian,Chembur,Quick Bites,12noon to 1am,Good,3.1,2571,Tue-Sun
Restaurant_13804,403,Italian,Vashi,Dessert Parlor,11am to 12midnight,Excellent,3.1,6419,Mon-Sun
Restaurant_13805,515,North Indian,Thane,Bar,12noon to 1am,Poor,3.4,949,Mon-Fri
Restaurant_13806,404,North Indian,Dadar,Cafe,12noon to 1am,Very Good,4.5,355,Mon-Fri
Restaurant_13807,2343,North Indian,Goregaon,Dessert Parlor,11am to 12midnight,Average,3.3,510,Mon-Sun
Restaurant_13808,912,Chinese,Andheri,Dessert Parlor,11am to 12midnight,Poor,4.4,2350,Tue-Sun
Restaurant_13809,2084,Fast Food,Vashi,Fine Dining,10am to 11pm,Very Good,2.5,3366,Tue-Sun
Restaurant_13810,812,Italian,Malad,Bar,12noon to 1am,Poor,3.9,214,Mon-Sun
Restaurant_13811,1781,Fast Food,Vashi,Cafe,11am to 12midnight,Poor,3.2,6022,Mon-Fri
Restaurant_13812,1433,Fast Food,Dadar,Bar,11am to 12midnight,Poor,4.4,4421,Tue-Sun
Restaurant_13813,274,North Indian,Dadar,Bar,10am to 11pm,Poor,5.0,7305,Mon-Fri
Restaurant_13814,1189,Italian,Andheri,Casual Dining,12noon to 1am,Good,3.8,3926,Mon-Fri
Restaurant_13815,1516,Fast Food,Goregaon,Cafe,11am to 12midnight,Poor,3.8,3618,Mon-Sun
Restaurant_13816,2087,Seafood,Malad,Dessert Parlor,10am to 11pm,Very Good,4.9,238,Tue-Sun
Restaurant_13817,2426,North Indian,Vashi,Bar,10am to 11pm,Very Good,3.4,9872,Mon-Sun
Restaurant_13818,857,North Indian,Goregaon,Quick Bites,10am to 11pm,Average,3.5,4458,Tue-Sun
Restaurant_13819,1872,North Indian,Chembur,Cafe,10am to 11pm,Excellent,4.2,7032,Mon-Fri
Restaurant_13820,270,Seafood,Dadar,Quick Bites,12noon to 1am,Very Good,3.7,1048,Mon-Sun
Restaurant_13821,1174,Seafood,Vashi,Dessert Parlor,12noon to 1am,Very Good,4.4,9100,Tue-Sun
Restaurant_13822,1451,Chinese,Thane,Cafe,11am to 12midnight,Very Good,3.5,3264,Mon-Sun
Restaurant_13823,764,Cafe,Vashi,Casual Dining,11am to 12midnight,Very Good,4.2,2694,Mon-Sun
Restaurant_13824,691,Italian,Goregaon,Cafe,11am to 12midnight,Excellent,4.4,7313,Mon-Sun
Restaurant_13825,1268,Cafe,Powai,Dessert Parlor,11am to 12midnight,Excellent,4.1,6896,Tue-Sun
Restaurant_13826,2421,North Indian,Bandra,Casual Dining,11am to 12midnight,Poor,3.0,9529,Mon-Fri
Restaurant_13827,1448,Fast Food,Goregaon,Dessert Parlor,10am to 11pm,Very Good,3.8,616,Tue-Sun
Restaurant_13828,947,North Indian,Thane,Fine Dining,12noon to 1am,Very Good,4.9,613,Mon-Fri
Restaurant_13829,2445,Fast Food,Chembur,Cafe,10am to 11pm,Average,2.8,7004,Mon-Sun
Restaurant_13830,593,Chinese,Chembur,Dessert Parlor,12noon to 1am,Average,4.3,6124,Mon-Fri
Restaurant_13831,645,Cafe,Vashi,Cafe,10am to 11pm,Average,4.5,3074,Mon-Sun
Restaurant_13832,2451,North Indian,Chembur,Casual Dining,10am to 11pm,Average,4.2,6527,Tue-Sun
Restaurant_13833,1590,Cafe,Dadar,Cafe,11am to 12midnight,Poor,2.8,3887,Mon-Sun
Restaurant_13834,1003,Chinese,Powai,Dessert Parlor,12noon to 1am,Good,2.7,4546,Mon-Fri
Restaurant_13835,2386,Cafe,Powai,Dessert Parlor,12noon to 1am,Average,3.8,1672,Mon-Fri
Restaurant_13836,1640,Fast Food,Borivali,Fine Dining,12noon to 1am,Average,3.3,242,Mon-Sun
Restaurant_13837,983,Italian,Borivali,Fine Dining,11am to 12midnight,Excellent,3.5,7853,Mon-Fri
Restaurant_13838,2465,Chinese,Andheri,Dessert Parlor,11am to 12midnight,Very Good,3.2,7487,Tue-Sun
Restaurant_13839,1004,Cafe,Thane,Quick Bites,11am to 12midnight,Poor,4.5,7096,Mon-Fri
Restaurant_13840,719,North Indian,Chembur,Quick Bites,11am to 12midnight,Very Good,4.6,4408,Mon-Sun
Restaurant_13841,1052,Seafood,Chembur,Quick Bites,10am to 11pm,Good,2.5,3409,Mon-Sun
Restaurant_13842,419,Seafood,Andheri,Bar,12noon to 1am,Poor,4.5,1545,Mon-Fri
Restaurant_13843,975,Chinese,Bandra,Fine Dining,11am to 12midnight,Good,4.2,2351,Mon-Sun
Restaurant_13844,2476,Seafood,Goregaon,Cafe,11am to 12midnight,Very Good,3.6,1662,Mon-Sun
Restaurant_13845,2000,Italian,Vashi,Quick Bites,11am to 12midnight,Excellent,2.7,4471,Mon-Sun
Restaurant_13846,852,Chinese,Andheri,Dessert Parlor,11am to 12midnight,Average,4.2,7865,Mon-Sun
Restaurant_13847,1479,North Indian,Goregaon,Dessert Parlor,12noon to 1am,Very Good,3.2,6047,Mon-Sun
Restaurant_13848,1137,North Indian,Powai,Quick Bites,10am to 11pm,Poor,3.9,96,Tue-Sun
Restaurant_13849,170,Chinese,Andheri,Fine Dining,10am to 11pm,Average,3.1,7178,Mon-Sun
Restaurant_13850,1935,Seafood,Chembur,Quick Bites,11am to 12midnight,Poor,4.7,9439,Mon-Sun
Restaurant_13851,1646,Seafood,Vashi,Dessert Parlor,10am to 11pm,Good,3.4,6273,Tue-Sun
Restaurant_13852,205,North Indian,Borivali,Quick Bites,11am to 12midnight,Poor,4.2,4915,Mon-Fri
Restaurant_13853,869,Italian,Thane,Fine Dining,11am to 12midnight,Excellent,3.7,9420,Mon-Sun
Restaurant_13854,2109,Fast Food,Thane,Bar,12noon to 1am,Good,4.8,4747,Mon-Sun
Restaurant_13855,2343,Seafood,Andheri,Bar,10am to 11pm,Very Good,3.1,8048,Mon-Sun
Restaurant_13856,2292,Italian,Thane,Fine Dining,10am to 11pm,Average,4.9,4489,Tue-Sun
Restaurant_13857,1473,Seafood,Powai,Bar,11am to 12midnight,Average,4.4,8851,Mon-Sun
Restaurant_13858,1809,Fast Food,Chembur,Casual Dining,12noon to 1am,Excellent,4.3,1904,Tue-Sun
Restaurant_13859,315,Chinese,Thane,Bar,11am to 12midnight,Poor,4.6,8770,Mon-Sun
Restaurant_13860,1216,Cafe,Malad,Dessert Parlor,12noon to 1am,Very Good,4.1,6294,Mon-Fri
Restaurant_13861,359,North Indian,Powai,Fine Dining,10am to 11pm,Poor,2.8,8875,Tue-Sun
Restaurant_13862,1033,Chinese,Powai,Casual Dining,12noon to 1am,Poor,4.2,8713,Mon-Fri
Restaurant_13863,674,Seafood,Dadar,Dessert Parlor,10am to 11pm,Excellent,3.6,5177,Tue-Sun
Restaurant_13864,1664,Fast Food,Borivali,Dessert Parlor,10am to 11pm,Good,3.9,3731,Tue-Sun
Restaurant_13865,1910,North Indian,Andheri,Fine Dining,10am to 11pm,Good,3.5,7670,Tue-Sun
Restaurant_13866,384,Cafe,Bandra,Fine Dining,11am to 12midnight,Excellent,2.9,6144,Tue-Sun
Restaurant_13867,2054,Cafe,Powai,Quick Bites,11am to 12midnight,Excellent,3.7,9365,Mon-Fri
Restaurant_13868,169,Fast Food,Thane,Fine Dining,12noon to 1am,Excellent,2.7,7414,Mon-Sun
Restaurant_13869,478,Fast Food,Vashi,Cafe,11am to 12midnight,Poor,2.6,6613,Mon-Fri
Restaurant_13870,1402,Seafood,Chembur,Bar,11am to 12midnight,Poor,3.8,4191,Mon-Sun
Restaurant_13871,2449,North Indian,Bandra,Fine Dining,12noon to 1am,Very Good,3.0,6546,Mon-Fri
Restaurant_13872,354,Seafood,Borivali,Cafe,10am to 11pm,Excellent,4.1,4780,Mon-Fri
Restaurant_13873,1807,Cafe,Powai,Cafe,12noon to 1am,Poor,3.0,502,Tue-Sun
Restaurant_13874,791,Chinese,Chembur,Quick Bites,11am to 12midnight,Good,4.5,8481,Tue-Sun
Restaurant_13875,1387,Chinese,Borivali,Cafe,10am to 11pm,Excellent,2.9,611,Tue-Sun
Restaurant_13876,933,Italian,Chembur,Bar,12noon to 1am,Good,3.6,9719,Mon-Fri
Restaurant_13877,2360,Cafe,Goregaon,Casual Dining,10am to 11pm,Average,3.7,8433,Tue-Sun
Restaurant_13878,2135,Cafe,Thane,Dessert Parlor,11am to 12midnight,Very Good,4.1,5559,Tue-Sun
Restaurant_13879,2067,Seafood,Vashi,Bar,11am to 12midnight,Average,3.5,7974,Mon-Fri
Restaurant_13880,199,Italian,Malad,Quick Bites,12noon to 1am,Very Good,4.1,9767,Mon-Fri
Restaurant_13881,1952,Fast Food,Chembur,Casual Dining,10am to 11pm,Excellent,4.4,8930,Mon-Sun
Restaurant_13882,2455,Italian,Chembur,Quick Bites,11am to 12midnight,Very Good,2.8,1606,Tue-Sun
Restaurant_13883,1671,North Indian,Powai,Bar,10am to 11pm,Poor,2.7,2042,Tue-Sun
Restaurant_13884,211,Seafood,Andheri,Dessert Parlor,12noon to 1am,Good,4.2,9000,Tue-Sun
Restaurant_13885,282,Fast Food,Borivali,Cafe,12noon to 1am,Poor,4.6,249,Mon-Sun
Restaurant_13886,264,Fast Food,Goregaon,Fine Dining,12noon to 1am,Excellent,3.7,9405,Tue-Sun
Restaurant_13887,2237,Chinese,Bandra,Fine Dining,11am to 12midnight,Average,4.1,900,Mon-Fri
Restaurant_13888,2123,North Indian,Malad,Cafe,11am to 12midnight,Good,3.2,6882,Mon-Sun
Restaurant_13889,554,Italian,Thane,Quick Bites,11am to 12midnight,Excellent,4.7,9398,Mon-Sun
Restaurant_13890,2385,Chinese,Chembur,Casual Dining,11am to 12midnight,Poor,4.4,2080,Mon-Fri
Restaurant_13891,2122,Cafe,Andheri,Fine Dining,12noon to 1am,Poor,4.0,4967,Tue-Sun
Restaurant_13892,826,Seafood,Dadar,Dessert Parlor,11am to 12midnight,Very Good,3.3,4238,Tue-Sun
Restaurant_13893,2205,Italian,Powai,Quick Bites,11am to 12midnight,Very Good,3.6,9283,Mon-Fri
Restaurant_13894,641,Cafe,Powai,Dessert Parlor,11am to 12midnight,Average,3.2,1642,Mon-Fri
Restaurant_13895,2037,Fast Food,Malad,Fine Dining,12noon to 1am,Very Good,3.6,177,Tue-Sun
Restaurant_13896,1121,Italian,Malad,Quick Bites,12noon to 1am,Very Good,2.6,6906,Mon-Fri
Restaurant_13897,941,Chinese,Andheri,Casual Dining,11am to 12midnight,Very Good,2.8,1204,Mon-Fri
Restaurant_13898,1802,North Indian,Dadar,Bar,10am to 11pm,Average,3.0,7244,Tue-Sun
Restaurant_13899,1789,Chinese,Dadar,Cafe,10am to 11pm,Excellent,4.8,1780,Mon-Sun
Restaurant_13900,618,Seafood,Malad,Dessert Parlor,11am to 12midnight,Good,3.7,521,Mon-Fri
Restaurant_13901,296,Seafood,Goregaon,Dessert Parlor,11am to 12midnight,Excellent,3.7,7319,Tue-Sun
Restaurant_13902,2193,Italian,Goregaon,Casual Dining,11am to 12midnight,Excellent,3.8,6596,Tue-Sun
Restaurant_13903,1520,Chinese,Malad,Dessert Parlor,12noon to 1am,Excellent,3.8,4442,Tue-Sun
Restaurant_13904,1788,North Indian,Vashi,Bar,10am to 11pm,Poor,2.7,6761,Mon-Sun
Restaurant_13905,1099,Fast Food,Malad,Bar,12noon to 1am,Good,3.3,6990,Mon-Fri
Restaurant_13906,2221,Seafood,Andheri,Casual Dining,10am to 11pm,Good,2.7,1814,Mon-Fri
Restaurant_13907,1737,North Indian,Dadar,Quick Bites,12noon to 1am,Poor,2.7,6123,Mon-Sun
Restaurant_13908,2482,Cafe,Bandra,Quick Bites,12noon to 1am,Poor,2.7,1251,Tue-Sun
Restaurant_13909,1970,Italian,Powai,Dessert Parlor,11am to 12midnight,Very Good,4.7,4673,Mon-Sun
Restaurant_13910,732,North Indian,Malad,Dessert Parlor,11am to 12midnight,Poor,3.0,3151,Mon-Sun
Restaurant_13911,674,Italian,Borivali,Casual Dining,11am to 12midnight,Average,2.7,8525,Mon-Fri
Restaurant_13912,2443,Cafe,Chembur,Bar,12noon to 1am,Poor,2.5,4571,Mon-Fri
Restaurant_13913,1207,North Indian,Vashi,Casual Dining,11am to 12midnight,Very Good,4.0,6760,Tue-Sun
Restaurant_13914,1138,North Indian,Bandra,Quick Bites,12noon to 1am,Poor,4.0,6689,Mon-Fri
Restaurant_13915,1990,Fast Food,Malad,Bar,12noon to 1am,Average,3.2,7716,Mon-Sun
Restaurant_13916,577,Cafe,Malad,Dessert Parlor,11am to 12midnight,Poor,3.2,2833,Mon-Sun
Restaurant_13917,2466,Chinese,Bandra,Quick Bites,11am to 12midnight,Excellent,3.3,4579,Tue-Sun
Restaurant_13918,466,North Indian,Goregaon,Cafe,12noon to 1am,Good,3.4,329,Mon-Sun
Restaurant_13919,1936,Fast Food,Malad,Quick Bites,10am to 11pm,Average,4.4,5442,Mon-Sun
Restaurant_13920,1815,North Indian,Dadar,Bar,10am to 11pm,Average,4.8,8182,Mon-Sun
Restaurant_13921,1717,Fast Food,Borivali,Bar,12noon to 1am,Average,4.0,1274,Tue-Sun
Restaurant_13922,112,Seafood,Andheri,Casual Dining,11am to 12midnight,Excellent,3.5,7304,Tue-Sun
Restaurant_13923,635,Chinese,Borivali,Bar,11am to 12midnight,Excellent,3.2,7101,Mon-Fri
Restaurant_13924,2417,North Indian,Dadar,Cafe,11am to 12midnight,Good,4.6,3927,Mon-Fri
Restaurant_13925,475,Cafe,Borivali,Cafe,12noon to 1am,Very Good,2.7,9705,Mon-Sun
Restaurant_13926,1824,Italian,Goregaon,Bar,11am to 12midnight,Good,3.6,3480,Mon-Sun
Restaurant_13927,356,Cafe,Andheri,Dessert Parlor,10am to 11pm,Average,4.2,5210,Mon-Fri
Restaurant_13928,2364,Chinese,Borivali,Bar,10am to 11pm,Average,3.1,2532,Mon-Sun
Restaurant_13929,549,Seafood,Powai,Dessert Parlor,11am to 12midnight,Average,2.8,6713,Mon-Fri
Restaurant_13930,993,Seafood,Dadar,Bar,12noon to 1am,Good,4.1,1571,Mon-Fri
Restaurant_13931,1284,Seafood,Dadar,Quick Bites,10am to 11pm,Very Good,4.0,1263,Tue-Sun
Restaurant_13932,2179,Fast Food,Chembur,Bar,11am to 12midnight,Very Good,4.0,1493,Mon-Fri
Restaurant_13933,1947,Cafe,Thane,Quick Bites,11am to 12midnight,Good,4.9,920,Tue-Sun
Restaurant_13934,1383,Italian,Vashi,Dessert Parlor,10am to 11pm,Average,3.3,479,Tue-Sun
Restaurant_13935,1408,Italian,Thane,Bar,12noon to 1am,Good,5.0,5674,Tue-Sun
Restaurant_13936,709,Fast Food,Vashi,Dessert Parlor,12noon to 1am,Good,2.6,7555,Tue-Sun
Restaurant_13937,1016,North Indian,Borivali,Cafe,10am to 11pm,Poor,2.6,3449,Tue-Sun
Restaurant_13938,1725,Fast Food,Powai,Fine Dining,12noon to 1am,Poor,4.6,1265,Mon-Fri
Restaurant_13939,247,Italian,Powai,Casual Dining,11am to 12midnight,Excellent,3.3,8589,Mon-Sun
Restaurant_13940,755,Italian,Malad,Dessert Parlor,12noon to 1am,Excellent,3.4,3097,Mon-Fri
Restaurant_13941,2214,North Indian,Thane,Quick Bites,10am to 11pm,Good,2.6,6078,Tue-Sun
Restaurant_13942,1916,Cafe,Borivali,Casual Dining,10am to 11pm,Poor,2.5,9037,Mon-Sun
Restaurant_13943,1402,Cafe,Chembur,Fine Dining,10am to 11pm,Average,4.1,7308,Tue-Sun
Restaurant_13944,542,Chinese,Chembur,Bar,11am to 12midnight,Excellent,3.8,3854,Mon-Fri
Restaurant_13945,498,Cafe,Bandra,Quick Bites,11am to 12midnight,Average,4.3,280,Mon-Fri
Restaurant_13946,1251,Seafood,Malad,Casual Dining,11am to 12midnight,Average,3.1,9444,Tue-Sun
Restaurant_13947,2333,Seafood,Powai,Casual Dining,10am to 11pm,Excellent,4.6,8746,Tue-Sun
Restaurant_13948,2316,Chinese,Goregaon,Dessert Parlor,12noon to 1am,Good,3.2,8157,Mon-Fri
Restaurant_13949,1807,Italian,Powai,Bar,11am to 12midnight,Poor,3.6,1544,Mon-Sun
Restaurant_13950,2087,Chinese,Thane,Bar,10am to 11pm,Excellent,3.4,4914,Tue-Sun
Restaurant_13951,1770,North Indian,Goregaon,Bar,10am to 11pm,Very Good,4.6,9010,Mon-Fri
