sqft,bedrooms,bathrooms,age,price
1181,1,3,19,60584
1203,3,3,0,80795
1278,2,1,16,291204
2651,3,1,28,326964
2552,1,2,14,483772
1667,1,3,12,436640
1413,1,2,7,203482
2346,3,1,5,282978
1007,2,1,13,153328
2465,3,2,27,405486
931,3,3,19,280898
2918,1,1,18,195239
570,2,2,26,164688
1844,4,1,24,92832
992,4,3,7,223347
633,3,2,29,91887
2819,2,2,8,71614
1120,2,3,14,109363
851,1,1,22,487636
1450,1,2,12,195686
1953,2,1,17,341154
2051,3,3,14,365335
2251,2,2,4,252962
741,2,3,8,184398
1809,4,1,27,338728
2676,2,1,18,393943
2962,1,2,13,134401
1294,2,2,29,228352
2762,4,3,14,441564
1028,1,2,1,94732
691,1,2,16,228285
910,3,2,13,149999
799,4,2,16,170685
888,3,2,19,106256
2388,2,2,10,266168
1255,4,1,29,159463
845,4,3,3,315911
1767,2,2,1,387509
2773,4,1,7,218190
2711,2,3,17,427022
2038,3,2,2,88157
1245,2,2,10,111068
723,3,3,23,252825
1497,4,2,21,350481
633,4,3,24,414187
1711,4,1,14,288722
1993,3,1,8,444622
1366,1,1,0,168395
1692,3,2,20,312319
2886,3,2,21,259733
1074,2,2,15,354518
1806,4,2,20,180280
2549,1,1,16,229863
1339,1,1,6,77235
1233,1,1,6,268341
1899,2,3,22,227342
2369,2,2,22,428855
2608,2,1,3,216766
654,3,3,6,441241
2089,4,3,9,347876
1172,3,1,1,417478
1090,1,3,28,314869
1768,4,3,24,407349
1126,1,2,24,253873
972,4,3,2,75126
1744,2,2,5,120965
1992,2,3,7,260873
1586,2,2,3,493330
1959,3,2,23,206756
1642,1,3,19,195798
2592,3,2,22,355405
2083,4,3,29,183401
844,4,3,2,435895
609,3,2,3,100887
1423,3,1,20,144148
2833,1,3,3,188009
604,3,1,10,471840
1754,3,2,0,337381
2384,1,1,1,193932
2388,4,2,4,349386
622,3,1,19,201721
1545,2,3,3,465560
652,1,3,26,393104
2571,2,3,25,430671
1021,1,1,5,383840
2907,3,3,22,359950
2658,1,1,17,100814
953,1,1,9,91944
2017,4,1,13,370206
678,1,2,5,232894
642,2,3,10,109410
2664,3,1,17,379144
2672,3,3,15,281348
1639,2,1,15,99780
918,4,2,17,192142
2754,3,3,21,80389
2390,4,3,13,279631
793,2,2,12,488997
2118,4,1,3,381665
898,2,3,29,387247
2692,4,2,2,455107
792,4,1,10,461988
2594,1,2,0,374354
2919,2,1,9,230042
2661,1,2,13,86514
1043,3,2,11,447580
2758,3,1,1,269842
1078,4,1,0,151381
1396,1,2,29,422973
2029,3,3,18,326433
1327,3,1,1,161004
2410,3,1,18,228258
2852,3,2,26,119499
599,1,2,0,478488
2931,1,3,14,332372
2387,2,1,10,61985
2371,3,3,14,319725
2660,3,1,17,390432
2533,2,2,8,75794
1594,3,1,1,217752
862,3,3,20,429582
1245,3,1,2,316648
2902,4,2,22,290745
1450,3,1,14,478927
2856,2,3,14,406791
2307,4,3,25,298879
2230,3,1,14,431906
614,4,1,9,184708
2070,3,3,13,89552
2383,2,3,11,157190
2112,4,1,10,164172
1947,1,3,26,392225
2259,4,1,25,330611
2351,4,1,27,129466
2375,3,3,22,187864
2658,2,1,18,311153
1911,1,3,13,215928
618,3,1,29,412272
1339,3,3,9,317657
1233,2,3,24,429789
1989,1,2,13,217965
1384,3,2,27,155074
1792,2,3,12,378943
2147,4,1,17,143056
1829,2,3,21,50074
2236,1,2,7,173057
1817,4,1,29,78685
2373,2,2,25,473181
1961,2,3,1,109352
2973,4,3,6,90079
2360,3,3,8,151959
2273,1,3,10,310358
644,2,3,20,99169
1475,4,2,17,176964
1335,3,3,25,65666
1519,4,1,22,124202
1069,1,2,9,221560
2504,2,3,9,332586
962,2,3,11,79712
997,4,2,15,177501
976,2,1,5,442374
1877,3,2,26,359250
1694,4,1,2,381074
909,4,2,28,79259
750,3,2,1,102491
1339,3,1,29,398511
2403,4,3,27,123408
2635,4,3,29,131595
1584,4,3,7,158110
2147,3,1,11,390728
965,4,1,9,316811
1212,3,1,1,340469
2163,3,1,28,354203
1640,4,3,28,451638
942,4,1,25,226535
2881,2,2,22,460822
2343,4,2,3,121741
1880,2,1,19,348893
2638,1,1,6,233286
1204,4,3,5,106062
2118,2,2,29,334300
582,1,1,5,248078
1246,1,2,5,366078
584,2,1,7,465917
2570,1,2,24,340777
1549,1,2,7,476752
2288,1,2,13,297980
720,2,2,2,114413
2497,3,1,5,468327
2097,4,1,13,121051
1634,3,3,22,108394
1228,3,3,13,363044
2907,3,3,4,251414
1840,1,3,24,192608
2053,3,1,10,99789
1399,1,3,13,316449
1590,3,3,23,272291
2608,3,3,1,294563
2098,4,2,14,279432
1932,4,1,5,366536
1736,1,1,12,341416
1508,1,3,24,327404
2367,3,3,16,413783
2107,4,2,15,473810
509,3,3,15,415637
861,3,3,15,225119
2846,1,1,1,329096
2431,4,3,4,190804
1658,4,2,18,124935
2125,4,1,24,375282
2631,1,3,0,381374
1037,4,1,0,418503
2754,4,1,24,92029
1241,4,3,0,289554
2689,4,3,28,313931
1807,4,1,12,272932
2884,1,3,28,303066
1903,1,3,22,392977
2436,3,2,14,50496
1698,1,1,29,498747
2849,4,3,18,226553
1464,4,1,4,53176
579,1,1,21,91238
1038,1,3,8,474349
1027,4,1,16,209208
578,2,1,0,62909
2215,2,2,21,494320
2232,3,2,6,376424
1800,3,2,29,60140
1893,3,1,6,455992
2625,4,1,20,212337
1205,4,1,24,74249
2060,3,1,13,224852
2611,3,3,15,123028
853,2,2,10,79306
2038,4,3,6,342924
1643,2,1,14,462350
2260,4,2,9,340168
761,3,2,21,93176
2209,2,2,28,462217
1337,3,2,25,268237
1709,1,3,17,64261
2287,3,3,7,200748
780,3,3,10,225970
2837,1,3,13,143463
590,1,3,19,279795
1388,1,1,21,81534
2584,4,2,17,152765
1504,4,3,2,261654
1299,3,2,8,377203
560,3,2,17,142345
2752,4,2,29,101448
1764,1,2,14,319341
2539,3,2,17,131431
1973,2,2,2,417198
882,4,2,16,72052
1579,2,2,5,197443
2606,4,1,27,415280
2189,3,1,27,87488
613,2,3,23,350778
2269,1,3,21,450045
2954,2,3,22,315134
2991,4,2,6,162677
2767,3,1,28,443033
2440,3,3,8,242594
2592,3,2,15,498187
770,1,3,6,115769
947,4,1,23,380531
1028,4,3,10,123309
1380,4,2,11,492311
1754,3,3,22,162563
1550,3,3,19,114975
2816,4,3,8,495667
2487,1,3,11,310325
1661,4,3,25,211768
1967,3,3,18,71685
1140,2,1,28,296309
2301,4,1,2,421416
2198,1,3,16,236315
2229,1,2,28,261264
1053,2,1,10,301488
765,3,3,15,492466
2556,2,1,22,278607
2374,3,1,9,184393
1469,3,2,28,64414
2397,2,1,6,414593
2705,1,2,16,274739
2961,1,3,14,137942
1691,2,2,9,260227
2861,3,1,5,434973
908,4,3,17,372693
1044,3,1,21,318096
2103,1,3,0,149224
1864,1,2,1,275200
843,4,1,28,217170
1427,3,1,2,480545
2127,2,2,13,409473
2339,4,3,23,225272
1654,1,3,1,475951
1336,4,1,21,458817
2235,1,2,16,248948
2768,4,3,17,403121
1515,4,1,15,389570
842,4,2,1,112344
1143,3,1,27,359054
1549,1,2,27,204952
890,1,3,16,280349
2353,3,3,17,255009
1089,1,1,5,112266
1416,2,3,12,142509
581,1,2,14,288380
1232,3,3,12,433211
1102,4,3,18,496480
2199,4,3,17,387352
1974,1,3,14,360879
1876,4,3,15,84081
2195,3,3,29,153828
2646,4,3,14,296344
2071,1,3,8,175743
2919,3,3,11,260223
1943,2,3,25,323220
1963,3,3,7,292392
1520,4,3,0,125102
2211,4,3,14,91546
1109,3,1,6,358786
941,2,3,12,346942
1273,2,2,29,208819
2911,1,1,25,496077
1635,4,3,25,90988
2669,1,3,9,318283
1144,4,1,20,399437
1541,4,2,16,464229
1749,4,3,12,134401
1550,2,3,21,79774
2369,3,3,7,430732
2944,3,3,20,395911
2746,3,2,28,420560
740,4,2,25,195492
2343,4,3,14,281605
2103,4,1,3,226230
1868,3,1,26,391245
981,4,1,9,323843
1963,3,1,18,422222
988,1,2,21,189001
2319,4,2,23,296174
1555,2,1,10,172390
2165,3,2,8,239527
2583,4,2,25,163953
704,4,3,13,362072
2619,2,2,26,340792
2502,4,3,0,244867
2038,2,1,2,108418
1716,2,1,13,255441
1542,2,1,1,316143
611,1,1,2,433878
770,3,1,1,89854
2205,4,2,3,442926
972,3,3,19,398060
1969,4,1,25,314197
1179,3,1,16,116595
1182,1,1,16,431250
2100,1,1,2,448685
2440,2,1,15,197447
2572,3,3,11,449154
1409,4,2,23,63993
2886,3,2,5,407723
2101,4,2,18,98068
1868,4,3,25,56631
707,2,2,10,383474
1483,4,2,4,368384
2968,3,1,10,349614
935,1,2,13,118706
2715,3,1,14,382916
2716,2,3,20,425473
2938,4,1,0,63525
2500,2,3,26,477303
1961,2,3,1,175582
1678,2,3,19,391255
2589,2,3,13,439941
1861,3,3,6,222625
1109,1,2,29,263583
2948,3,1,3,428435
963,3,1,24,117392
1642,4,3,7,72541
640,4,3,22,166351
2298,2,2,21,204702
918,1,2,17,328709
537,3,1,6,209397
2019,2,2,4,233616
2760,1,2,6,269697
1910,4,2,20,490289
1932,1,2,26,320903
739,3,2,19,328896
1277,4,1,4,181926
856,1,1,1,256501
2161,3,3,5,264280
653,4,2,28,232078
2131,3,1,18,177084
1217,2,3,16,136727
813,2,1,5,159796
541,1,2,21,353102
2289,3,3,29,365286
1301,1,1,12,279516
1532,2,1,21,227864
1241,1,1,15,454786
2952,1,1,19,66232
885,2,2,8,346023
1282,2,2,2,83127
2001,1,3,6,436145
2313,3,3,11,458548
1155,3,1,17,275073
1362,1,3,21,345004
1447,1,1,23,384866
1480,2,1,5,375185
1416,4,3,22,71707
1877,3,1,1,351674
1385,3,2,25,386177
593,1,2,23,374048
2865,2,1,4,175352
2625,3,3,10,299879
2327,4,1,9,228448
1522,2,3,1,193104
832,2,1,2,231125
2528,1,3,20,385108
617,4,3,3,93586
1531,1,1,9,232552
2119,3,3,11,469800
2895,4,1,2,249888
1283,2,2,20,482238
520,4,2,22,377518
835,4,2,11,332996
2702,3,2,1,246836
2018,1,1,17,428015
1993,2,1,16,469341
527,4,3,4,159148
2644,4,1,21,285519
2315,3,3,4,472487
2874,4,1,21,291742
2100,2,3,14,209211
1350,3,1,22,215424
1724,3,2,6,101083
2793,2,2,15,296032
2417,2,3,26,482411
2183,2,1,7,116855
692,4,3,21,449514
2848,4,3,16,445432
2183,1,2,14,460030
1076,3,2,19,70260
2176,3,2,15,419478
560,2,2,18,74140
851,1,1,14,381637
567,1,1,8,257133
2936,3,3,3,187094
902,3,1,7,364733
2920,3,3,21,355225
524,3,2,24,359159
891,3,1,22,96258
2013,1,3,19,391279
1507,3,3,1,372339
791,4,2,21,395388
789,4,2,4,162408
1874,4,1,7,333727
2666,4,1,18,415013
998,4,3,12,422674
2351,4,2,12,287502
2183,2,3,27,347030
2811,2,1,11,99094
1087,3,1,3,261356
1400,2,2,11,116496
2222,3,1,10,457070
865,1,1,26,259618
892,1,1,2,51142
714,3,2,15,156058
754,1,1,8,380010
2199,1,2,10,196630
741,1,3,5,187117
1950,3,2,20,476080
578,1,2,23,384142
1259,4,3,13,125755
2593,3,2,15,192540
1017,4,2,12,472581
577,4,2,5,182278
658,4,2,17,189087
2355,3,2,18,445617
1511,3,1,13,391826
1463,3,3,28,251667
907,4,3,2,421585
1017,4,1,24,402967
1655,3,1,26,114834
2839,4,2,1,322459
1059,3,3,28,384625
2964,4,1,24,133386
885,4,2,0,135636
1228,4,3,11,296763
2631,4,2,1,326254
799,4,1,23,482009
2429,4,3,9,451422
2934,3,2,21,373584
2546,4,1,11,101969
1463,3,1,4,287816
1177,1,1,24,235948
2108,3,3,7,377673
2243,1,1,6,178107
1873,3,3,20,485760
1174,3,3,2,435390
891,3,2,12,133772
1203,1,2,21,229264
2264,3,3,7,397115
2643,4,1,0,323826
1444,2,1,26,306397
2723,3,2,9,386871
2974,2,1,7,297158
777,2,2,11,216656
1377,1,1,13,255104
1859,1,1,2,483595
2486,2,3,8,385007
1041,3,1,12,285492
1829,4,2,19,148895
1108,3,2,4,76974
2708,1,2,0,464625
869,4,3,29,276757
2482,2,2,1,264021
1041,3,3,18,403387
2475,1,2,11,240138
675,2,2,0,317670
2922,2,3,16,361861
2827,2,1,23,300355
687,2,1,9,385218
917,4,2,25,371688
1070,2,1,26,373053
1025,2,3,25,417762
2475,3,3,28,449973
1474,4,3,9,258580
1795,1,1,1,442900
603,4,2,2,317171
1968,1,2,5,493132
527,4,2,29,58397
1055,4,1,8,292421
1518,4,1,4,276924
2224,1,1,18,91587
1905,2,3,17,85589
1530,3,3,16,144873
2162,3,1,5,128222
2924,1,1,9,95099
1550,1,1,17,349227
2824,4,2,13,115086
1733,2,2,16,306987
2843,3,3,5,181361
2398,2,1,17,314040
671,2,3,12,199027
1195,3,2,11,431237
2160,3,1,6,443360
1950,4,1,15,231909
1793,3,1,8,147282
972,1,2,27,269741
1732,2,3,23,277260
862,3,1,22,84132
975,1,2,2,133357
2790,3,1,12,299540
1873,2,3,15,222351
1986,4,3,27,471456
2848,1,2,11,403904
1257,4,2,23,328407
2364,4,2,3,208652
1094,1,1,4,392114
2195,4,2,8,224018
2940,3,1,7,237322
1561,1,3,24,292091
2168,2,1,0,84228
1300,3,1,12,453879
823,4,2,3,208662
2362,4,2,17,437796
738,4,2,22,220821
717,1,2,4,338545
907,1,1,28,230466
2617,4,2,24,346857
529,3,1,18,274443
1680,4,3,14,107036
1062,2,2,1,83253
512,1,3,25,158187
1785,2,1,20,93482
738,1,3,29,256911
661,1,3,1,361628
2007,3,2,6,378963
2302,4,2,24,163608
877,1,1,13,332413
2530,2,3,4,403460
1569,1,1,18,323262
2315,3,1,1,487898
1256,1,1,22,473287
1195,1,3,22,62453
1510,4,1,27,455281
2790,4,3,1,414076
2734,1,1,9,301308
2445,3,2,9,141312
1706,4,2,25,255045
1837,2,1,24,371537
2485,3,1,13,189245
2288,2,3,6,98076
1123,2,1,21,254011
951,4,1,8,294302
1402,2,3,14,181364
1358,1,1,23,252424
2583,3,1,29,177074
919,1,1,12,440635
793,4,2,21,383139
652,3,2,0,381279
2645,2,3,16,167678
1795,4,3,2,68530
2967,1,2,22,486960
982,3,2,0,435313
2265,1,2,8,393882
1545,4,1,5,317311
2002,3,1,13,384397
1576,3,3,15,386650
2883,4,2,11,197007
2364,3,1,14,377340
2471,2,2,13,442686
2169,3,3,6,359479
1948,3,1,22,406590
1192,3,3,16,337806
2994,3,1,20,52628
1275,3,1,26,50295
2166,3,1,21,248657
2767,1,1,0,410549
1423,2,2,3,317333
1462,2,1,22,152582
2351,1,1,29,202613
1475,3,3,17,457024
2368,1,1,28,281992
2937,3,2,11,134373
619,4,3,4,374631
652,2,1,29,272000
1696,1,1,25,405971
1907,4,3,15,355650
2236,2,3,10,420800
1126,4,1,13,317884
1287,1,2,12,274537
2319,3,1,0,127624
2816,4,1,4,478023
995,4,1,21,212670
2217,3,1,5,318920
1111,3,3,22,304347
1933,4,1,6,436213
759,4,3,23,144997
531,3,1,22,128888
901,4,2,29,69864
780,2,3,17,299624
2259,3,2,12,455918
2963,1,3,9,278230
1236,3,2,27,101438
2736,3,3,15,370037
900,3,1,12,225817
1172,3,1,21,388847
2184,4,2,12,396048
1735,4,2,27,106870
1053,2,3,21,66101
532,2,2,7,456584
2479,1,1,3,67485
1488,1,2,26,179182
2276,4,1,20,164804
582,1,3,19,406926
1037,3,3,25,53016
965,4,1,10,412305
2435,2,3,3,433108
1507,3,3,12,472652
1637,2,1,9,357744
1698,2,2,26,135588
775,1,1,16,134401
2322,3,1,24,91062
1226,3,2,23,326866
1307,4,3,10,489583
1414,2,1,27,370266
1445,4,1,2,248485
2156,1,1,23,113312
1626,1,2,9,304935
2435,3,2,11,175191
2754,3,1,8,142795
2564,2,1,5,215382
1375,3,2,12,184642
765,2,3,13,411345
2001,4,2,7,362338
911,2,3,1,345385
2398,2,3,10,146712
693,2,3,26,404381
1955,3,3,13,469992
1788,2,2,26,324196
597,4,1,22,407800
2066,4,1,27,449272
958,3,2,1,450340
2503,3,3,4,370940
832,2,2,15,51201
629,4,2,1,263469
716,2,2,12,86903
1697,1,2,4,267043
1474,3,1,24,118897
1873,3,1,29,283196
1436,1,3,27,378477
685,2,3,8,359460
1010,2,2,4,77644
2988,1,1,14,291207
1711,1,2,26,336212
2432,3,3,29,66865
1118,1,1,1,356488
2273,4,1,26,366691
1819,1,3,17,80201
2497,1,2,27,377550
2689,2,1,23,397024
1803,1,2,21,443877
1130,2,1,4,452716
1291,2,1,19,245170
1624,4,3,6,229059
1386,2,1,29,274112
2437,1,1,15,160558
1219,2,2,16,335445
1612,3,2,13,147912
2031,3,1,2,214052
2746,3,2,19,184733
1971,2,2,18,320509
589,3,1,19,478234
2126,1,1,1,464779
2504,2,2,7,208008
621,1,1,18,320343
1512,3,3,0,386253
589,2,1,15,411406
2485,4,1,3,492351
2767,4,2,5,243285
2842,3,3,0,134500
1675,4,1,12,137196
848,4,2,8,462349
858,1,3,8,68189
1541,4,1,23,244366
1172,2,3,21,279298
2621,4,3,12,285598
1049,3,1,6,138469
2097,4,3,24,405471
1112,3,2,15,384603
2279,1,3,4,370596
955,4,3,10,344578
2023,3,3,8,329226
2618,3,3,19,306958
2407,4,1,25,120269
1530,1,1,4,107833
1771,4,2,25,465433
838,3,3,3,395442
1643,4,3,10,172561
2559,1,1,19,118675
2812,1,2,16,421888
1005,1,2,22,235633
1428,3,2,0,145906
792,2,3,21,305631
2377,4,2,11,197533
1501,3,2,21,161175
2510,3,1,22,286365
2517,1,2,11,477124
2868,2,2,9,211643
2721,4,3,3,105808
1833,3,2,27,360268
2677,3,3,2,64273
1545,3,1,20,465773
1024,4,3,15,403476
2159,2,1,5,81640
1095,3,3,13,343285
2308,2,1,13,162594
736,2,2,6,374339
1815,3,1,4,281891
1274,4,1,4,224376
814,3,2,23,251869
2964,4,3,11,479035
1518,2,2,19,434933
2317,4,1,8,147730
2361,1,1,24,484008
1224,3,2,10,112064
661,4,2,14,338804
2125,2,3,0,415946
1402,3,3,28,207319
1323,1,2,13,436977
2818,3,2,14,202358
1762,1,2,23,421775
1564,4,3,4,297674
674,3,2,19,191801
2255,4,1,29,278096
606,4,1,3,288323
2263,1,3,5,408232
1303,4,1,15,50806
2229,1,2,23,240538
2321,2,2,21,184615
2744,2,1,11,205288
2225,2,1,21,359142
2114,1,2,13,222527
2336,1,3,29,110413
649,2,2,17,317458
2412,3,2,18,467214
1745,2,2,1,317088
548,1,1,25,172940
2677,3,1,0,124029
852,4,2,16,185851
1293,1,2,2,286153
1009,4,3,25,56325
1914,3,1,18,296928
2707,3,2,28,90497
2978,3,1,7,270234
1934,1,3,8,411221
2170,1,1,14,465036
2418,4,3,19,261534
1037,1,1,7,219096
1148,3,1,22,286223
2122,2,2,21,222712
2665,3,1,13,289069
1629,2,1,29,406462
653,1,3,0,248645
1499,2,1,25,140995
1743,4,2,1,281011
540,1,3,20,117465
1082,1,3,12,414119
2017,2,2,24,93339
1507,3,1,12,208791
1081,4,2,11,420486
1756,1,2,11,96572
1628,1,1,19,231681
1377,2,2,15,57306
2717,3,1,11,334437
2140,2,3,5,226372
1270,4,2,25,103837
1606,4,1,10,354576
1375,2,3,19,226432
2290,4,1,26,184832
1974,3,2,13,356560
2520,1,1,28,492404
1023,1,2,1,151178
2192,4,3,29,170251
1324,3,2,19,472258
975,2,2,16,155921
2736,1,3,23,177879
2631,1,1,7,117192
2901,2,2,1,186333
1319,1,2,1,80023
2946,2,3,6,142279
1180,3,2,25,245728
1131,3,1,13,126229
1845,3,2,4,308061
2997,3,2,21,337637
2861,4,1,10,269756
2959,1,3,1,241627
1002,2,1,17,436283
2613,3,3,22,281530
2277,3,3,16,119079
2249,1,3,8,435853
777,1,3,8,293799
1868,4,2,24,441910
916,4,1,23,342190
1252,4,2,13,246413
1643,3,2,8,486104
1231,2,1,21,461319
2100,4,2,11,57456
1257,4,2,19,202778
1442,3,3,13,83879
2546,3,3,5,408090
2499,1,1,9,239885
1553,2,1,19,242718
628,2,1,5,295883
1221,2,3,14,394854
2172,2,3,25,176618
1954,1,1,18,121786
2510,1,1,15,479033
1374,4,1,20,422124
622,3,1,19,402411
1243,2,3,28,269129
2054,3,2,16,357364
2619,4,1,18,413000
1872,3,2,19,115084
2989,4,2,10,454272
1150,2,2,16,496672
2377,2,2,29,362519
2969,3,3,27,343410
2046,4,2,24,387384
2769,2,3,11,62845
1403,2,2,8,132223
1667,3,1,8,150902
1743,3,1,7,179407
2832,2,1,27,135281
2604,4,1,2,91140
2268,4,1,23,485840
2360,4,2,27,154782
2275,1,2,27,467956
761,4,1,19,120342
2557,2,3,18,255913
1407,3,3,26,316632
1140,2,1,6,421420
1236,3,1,23,393007
1476,2,2,21,447022
2723,3,3,17,411580
2374,3,1,4,120331
646,3,3,14,496980
1658,3,3,18,277604
1786,1,2,5,286710
1352,1,3,25,322943
807,4,3,1,416387
953,2,1,29,410598
1606,4,1,12,477223
2624,2,2,17,380064
2962,1,3,12,379841
2383,2,3,24,131288
1989,3,1,16,483893
1460,3,3,11,88166
2319,3,3,9,106386
1994,3,2,13,276916
2678,2,2,3,492055
2809,3,2,19,134782
906,4,3,16,128547
1622,3,2,27,193767
2153,1,2,22,358299
1295,2,2,4,286028
2962,3,3,13,285929
1493,2,1,8,434792
2349,2,3,0,50775
1066,4,2,7,61414
892,4,2,15,354729
513,2,2,7,286757
865,1,1,26,378795
1675,2,2,20,137162
1303,3,3,1,436663
2340,1,1,8,267554
663,2,2,22,229936
1615,1,1,6,277624
1146,3,3,0,405775
700,2,2,28,414107
537,3,3,19,69784
2079,1,1,19,431600
775,4,2,4,448132
959,1,2,1,311541
521,2,3,9,425762
1633,1,1,7,217678
868,1,3,23,466207
2049,2,1,23,213911
2226,2,2,8,251698
1940,2,1,16,302925
1044,1,2,25,150659
871,2,2,6,175866
1183,3,2,25,235882
2310,4,1,17,138123
1102,3,2,14,484131
1569,1,3,15,131840
2388,2,1,20,388600
545,1,1,19,378401
2335,3,3,10,328392
2662,3,3,18,261716
1430,1,3,21,203999
1366,2,1,24,98441
1578,2,2,18,364246
2974,2,1,27,471720
1554,1,3,25,409997
1442,1,1,23,72244
781,1,1,3,112148
2112,2,3,23,454228
652,4,3,27,149755
1336,2,3,5,323083
1209,2,2,14,116356
2000,4,2,23,259588
1772,3,3,15,240838
1488,3,1,24,457908
731,3,1,26,377522
1026,4,1,21,417083
1105,4,3,20,314312
2816,2,2,18,260719
1391,2,2,17,281874
2176,4,1,17,143752
886,4,1,19,357811
2944,1,1,19,448225
837,2,3,11,316666
1619,3,2,19,69381
2156,4,3,1,348576
1624,2,3,1,490246
2879,3,1,3,437600
1967,4,1,28,346577
1310,2,2,21,346762
2256,1,1,25,212404
510,3,3,24,223006
2182,2,3,1,422578
1468,1,3,1,219193
1258,2,1,13,386458
2043,3,2,24,135163
2616,4,3,18,79809
645,4,2,17,398972
2459,2,2,5,474462
656,2,1,5,157025
2824,1,1,27,416805
1295,4,3,3,354377
572,2,2,12,275695
2249,3,1,10,395293
2462,2,3,12,476683
1733,4,1,17,115814
2936,2,1,3,216001
712,1,1,2,341329
689,2,1,10,430807
503,2,2,15,168732
2761,4,2,25,222034
2003,1,3,11,104649
1196,4,1,10,290309
2905,1,1,26,402209
2470,4,2,19,55579
2111,3,1,28,107027
1115,3,2,16,163596
1978,3,2,19,59230
1119,2,1,4,386982
2588,2,1,3,192474
2444,3,1,7,94477
2249,2,1,16,470993
1780,1,2,8,125666
1158,3,3,13,460953
2322,2,2,28,89290
766,4,1,0,98068
2077,2,2,6,150298
1530,2,1,17,105933
2255,1,1,0,385995
2330,1,3,1,356764
2370,1,2,15,394632
2904,1,1,27,274892
2370,4,2,27,369741
2540,3,1,5,265945
1058,3,2,1,112994
1966,3,3,21,425920
2678,4,2,27,452975
2342,2,2,8,435656
2149,4,3,17,119105
2483,3,3,16,175771
2504,2,3,6,217929
736,4,2,21,463119
1090,2,2,18,216066
2378,3,2,22,90346
1079,4,3,23,404118
1544,3,3,20,382504
735,2,1,22,420673
551,3,3,18,62576
1407,3,3,26,204831
2882,3,3,7,322519
2689,3,1,5,364819
624,2,3,7,432415
1911,1,1,22,450161
1012,1,1,17,77385
2252,3,2,28,71089
1298,2,1,11,312497
1186,1,1,4,429332
1178,3,1,2,167985
2773,2,1,25,462534
1325,1,1,11,141009
680,3,3,9,254184
2034,3,3,13,228399
1685,3,2,5,486093
864,4,1,15,383264
1173,2,3,12,491408
1074,3,1,18,80102
1992,2,3,8,144464
2344,4,1,12,493867
1364,2,1,25,480213
1852,1,3,26,443827
1872,2,2,6,387745
1532,3,3,7,460019
510,4,1,24,195470
670,3,2,2,130063
622,2,3,7,309343
1579,1,3,14,357125
2925,3,3,20,397273
1731,2,3,3,411432
1791,4,1,27,72199
1426,4,2,17,431993
1589,2,3,1,241477
1450,4,3,9,254725
2666,1,3,11,499621
2979,2,1,5,114510
2845,4,3,18,249660
2626,2,1,10,135067
1108,1,3,29,351962
1725,4,1,4,488431
1425,2,1,18,373950
1873,2,2,13,316469
1279,4,2,11,469304
573,1,1,15,403619
1114,1,3,1,71497
1189,2,2,7,139507
1487,1,1,14,189190
2418,1,3,0,59814
1847,2,2,2,237305
2309,2,3,21,341501
539,2,2,21,290129
1273,4,2,15,377337
2228,2,2,6,393715
2858,4,3,22,444441
2077,1,2,19,238624
806,1,2,14,356620
2798,2,1,27,144509
1634,1,1,1,73876
2977,4,1,8,275431
2241,4,3,13,272236
2146,3,2,10,134656
1483,1,2,29,440819
2324,1,1,24,492901
1353,2,3,1,155168
2044,1,2,16,73050
2467,2,3,13,312677
2747,2,1,0,197122
734,3,3,23,201273
2797,2,1,4,266270
816,1,1,11,121557
882,4,3,26,192338
1556,4,3,25,400371
1127,4,3,23,357186
669,2,3,18,378769
2547,2,2,10,178207
1203,4,1,15,394809
625,3,3,14,98915
1228,4,3,12,182493
771,3,3,23,405220
566,3,2,19,348343
1639,1,1,23,110571
863,4,3,13,340640
2753,4,2,12,205551
631,2,1,15,187118
502,1,1,3,363111
1289,4,1,24,193966
2776,2,3,28,255110
1182,2,1,5,466549
2657,4,2,21,115186
2444,2,1,21,165517
2843,2,1,20,205452
2410,3,1,9,477788
2853,3,2,28,253431
2307,3,3,15,148957
1156,3,2,2,308436
2244,2,3,2,376469
2429,4,3,23,304782
1686,4,3,7,73064
947,2,2,9,221595
2298,3,2,11,467577
734,4,3,1,148381
2605,2,1,19,92370
993,3,3,4,238910
2617,4,3,5,233481
2692,4,2,16,103448
2403,3,3,15,146776
1744,1,2,19,96019
620,3,3,25,292157
586,2,1,14,242002
709,4,1,21,365505
2743,2,3,16,416680
1918,1,3,4,196078
2494,4,2,3,417488
2754,2,1,28,277934
2309,4,2,10,400377
940,1,1,2,80194
1148,2,2,18,480772
2392,4,2,14,408516
1407,2,3,1,53211
2349,1,2,10,108936
2577,2,3,12,146343
1555,4,1,7,184880
729,1,2,15,129241
611,1,2,1,438553
2785,3,3,7,474225
2157,4,2,1,138176
2786,3,3,20,430424
1509,2,1,6,229798
1123,1,2,4,181106
2987,3,1,15,104566
1575,1,1,0,223728
1956,1,2,23,188186
1236,2,3,1,330569
2431,2,3,4,376895
1608,4,3,13,472234
1485,3,2,7,419651
520,2,3,5,269992
1462,2,2,19,484798
2508,3,2,17,66669
830,3,3,22,352597
814,1,2,15,56407
2261,2,3,25,429818
1562,3,2,6,375196
2449,3,1,7,199407
1822,1,1,23,341084
2386,4,1,26,472279
1244,2,3,24,351979
2127,3,2,23,298166
2148,3,2,5,441949
1594,2,1,22,338768
2164,1,3,13,482198
