age,income,score,transactions,balance,churn
45,98335,374,69,2625,1
56,62942,713,5,17469,0
27,96673,605,52,33737,0
18,22025,570,10,11207,0
68,91036,722,35,11961,1
48,42517,764,63,44388,0
49,69923,454,75,16524,0
37,53464,353,55,6692,1
46,58942,301,17,30070,1
54,46315,369,45,13942,0
42,26965,559,65,41953,0
55,85147,475,56,20641,1
18,38600,740,70,27249,1
32,27176,620,52,12520,1
51,89398,791,61,45193,1
40,37874,485,94,45303,1
46,44054,417,61,2062,0
67,86868,602,35,46080,0
30,20831,632,13,49724,0
19,72648,763,51,23466,1
57,65522,651,1,13159,1
22,27213,599,23,22849,0
39,55992,506,77,38134,0
32,83183,415,34,31072,1
30,28025,623,80,69,1
47,95852,693,64,8029,1
42,71295,749,11,23321,1
38,35478,643,91,38484,0
34,71441,571,93,6775,0
53,51460,547,65,6269,0
56,96818,339,22,6359,1
51,99949,764,41,28553,0
58,80476,538,25,21570,1
51,54127,845,7,13074,0
66,94084,545,85,38041,1
67,52839,807,26,233,1
55,85339,764,82,30071,1
67,59260,322,97,15786,0
55,86993,438,51,27591,1
43,72280,834,24,24469,0
19,76516,624,10,31680,0
51,49581,735,13,15144,0
55,59447,786,95,20599,1
58,98601,616,18,13638,0
53,37092,560,11,32640,0
59,30796,530,58,41152,1
69,65237,316,32,37323,0
51,66827,589,21,34872,0
62,86826,393,41,20955,1
21,56673,774,60,4143,0
28,57612,780,90,49280,1
59,46934,663,46,22621,1
30,48660,351,56,6160,0
56,47095,422,8,4524,1
53,78937,575,17,43338,0
22,48070,731,36,3681,1
56,63220,395,86,24415,0
28,67497,397,73,48566,1
44,85613,728,5,37854,1
20,33892,520,56,24755,0
62,36895,732,59,42364,1
45,99921,776,14,538,0
52,55951,739,45,11878,1
54,80184,814,75,38570,0
31,70713,531,51,20305,0
46,63557,512,58,17635,0
69,49484,398,95,619,1
54,57729,840,71,1704,0
34,84477,662,39,24898,0
31,54163,455,85,18133,0
48,72276,514,57,47251,1
65,60611,680,29,48345,0
69,86272,822,75,11834,1
55,54398,620,13,9623,1
22,33329,359,44,15769,0
35,69419,744,40,6221,0
35,78821,466,43,6769,1
32,38826,556,89,24836,1
68,24350,531,50,12441,1
21,95545,512,56,16671,0
55,61128,373,62,29419,0
58,25590,686,55,13347,1
26,74902,529,30,4334,0
36,20368,341,28,760,0
42,63140,660,68,39510,0
66,95741,393,41,25957,1
37,34531,451,84,295,1
31,76484,302,12,33170,0
25,21413,563,77,37250,1
26,96821,344,90,24686,1
38,92220,526,38,10354,1
51,90596,588,53,44219,1
57,40204,678,23,24970,1
58,56045,635,42,40992,1
30,55886,822,84,49001,0
43,23967,580,67,20295,1
59,79260,455,11,29638,1
62,58587,432,94,1935,1
54,83212,370,10,43122,1
47,40310,770,77,41404,0
64,23482,735,74,18969,1
37,70660,839,31,5622,0
24,25823,835,44,9743,0
61,95349,555,37,42605,0
37,84765,760,25,16027,1
33,40981,476,93,30390,0
19,77098,781,21,47129,1
27,75502,394,15,27139,0
58,20334,675,11,7316,0
69,44856,714,98,43996,1
52,25204,813,75,44148,1
60,46026,759,45,33247,1
45,28776,609,8,3888,0
27,29688,804,98,47217,1
30,37648,554,26,39931,0
39,80443,830,21,18513,0
51,98678,369,52,37933,1
33,54204,628,50,14452,1
25,58232,415,24,1073,0
37,57282,431,96,46244,1
27,62368,575,82,12481,1
46,94584,430,26,46429,1
66,69554,361,41,25177,0
67,57536,751,51,4856,0
69,50772,446,16,25478,1
59,56967,507,41,37419,1
47,71542,448,52,48534,1
41,56915,739,57,17043,1
19,45819,743,84,26777,1
51,53391,496,51,34621,1
59,51144,763,59,28853,0
38,47051,779,79,40112,1
51,45867,448,68,381,1
49,35994,743,40,23557,1
47,56090,495,16,9607,0
31,46401,405,76,32992,0
36,40469,757,35,36800,1
47,80357,729,26,1149,1
58,45006,571,73,34002,0
44,84705,482,80,8896,1
33,51764,438,59,42847,0
42,99372,332,79,27489,0
42,72010,385,84,7478,1
41,91505,416,3,6419,0
20,23819,374,5,36854,1
41,90141,361,40,25338,1
28,84220,421,55,23141,0
49,82576,306,77,37223,1
40,76117,634,48,23472,0
29,32389,560,93,26247,0
56,50625,619,71,46241,1
38,99581,698,53,41618,0
54,24660,689,72,35080,1
69,71977,514,27,16332,1
51,84367,663,73,29687,1
38,70631,734,96,22593,1
43,23581,803,36,13055,0
53,84490,648,36,41505,1
66,99317,756,39,5888,0
67,49463,506,75,44126,0
51,21093,323,57,27925,1
26,74914,608,36,13511,0
35,94359,305,7,14564,0
61,56427,502,21,17666,0
59,76601,489,15,8226,0
56,36033,513,46,13770,1
47,25319,359,88,38819,0
20,67022,821,47,37108,1
67,60122,392,59,26601,0
19,87784,625,61,8343,0
20,31365,560,41,37702,1
32,93559,326,54,20628,1
58,49259,462,23,6956,1
20,22093,572,73,14474,0
55,44721,818,12,27025,1
60,65328,570,8,22006,1
51,63943,785,22,17614,0
34,24772,485,50,21568,0
20,30782,802,34,47885,1
24,59688,758,84,24279,0
48,93318,351,96,26662,1
27,47620,598,13,33783,1
68,45908,534,20,27740,0
52,56610,483,8,16781,1
45,76867,376,70,33978,0
37,53113,667,99,13389,0
18,67034,504,97,5234,0
59,96639,410,25,44014,0
30,40916,347,14,15186,1
25,23108,433,97,35152,1
41,35357,705,59,6496,0
39,57092,386,51,15264,0
44,33386,548,53,34526,0
64,39013,344,16,32219,0
50,93380,782,67,39727,1
43,48063,523,38,13977,1
61,25536,794,74,11311,1
20,64461,751,45,6388,1
47,89968,790,97,46009,0
55,21852,585,16,20867,1
27,88533,466,95,27883,0
23,72117,506,25,18418,1
34,60171,722,78,18268,1
24,79365,627,52,37333,1
31,79073,561,46,42130,1
51,77273,712,8,27283,0
63,86188,722,73,5855,0
23,67870,410,56,32693,1
50,69435,727,13,24765,1
35,37339,650,78,39730,0
23,42392,412,63,40810,0
35,81936,715,15,5797,1
47,44727,396,53,47393,1
21,37219,304,55,29001,1
42,95289,346,5,21231,1
63,77423,700,39,6810,0
20,86384,588,13,45839,1
63,62206,605,67,31930,0
22,82395,456,97,34981,1
63,32132,619,19,23091,1
68,69551,303,31,27073,0
57,89229,690,96,35652,0
22,27875,448,53,13856,0
27,31306,571,66,26152,0
62,35130,625,80,35558,1
55,73304,780,5,33604,0
37,94324,745,30,14402,1
59,51916,322,49,10347,1
30,57132,552,58,23645,1
69,94438,353,18,11557,0
59,85399,557,36,6928,1
18,65596,397,38,45303,1
47,84087,748,50,48043,1
53,44495,496,49,33317,0
62,64221,496,28,14416,1
55,23972,403,56,16995,1
25,80183,408,33,43048,0
26,91659,755,2,22823,0
58,79132,598,2,30884,1
63,86313,791,32,23226,1
50,99464,577,12,9697,0
54,34462,649,39,25785,0
66,81972,532,51,22055,1
23,61245,680,6,38835,0
34,67776,703,15,29127,1
40,63699,669,96,30146,1
54,78764,563,47,30194,1
19,25636,625,45,47486,0
35,95397,555,45,14550,1
55,52723,838,15,48005,0
45,95083,630,10,37655,1
31,99628,808,79,9003,1
39,63780,358,97,32085,0
18,58355,318,99,42378,0
60,98804,734,12,18592,0
59,72803,383,35,20456,0
64,35189,532,4,38167,0
58,59302,774,10,34393,0
56,21699,603,84,47414,1
61,46458,319,43,8896,0
25,86685,756,31,20134,1
44,52880,750,31,18914,1
27,33713,339,31,45643,1
51,90368,829,20,25267,1
63,87151,652,73,35845,0
58,23644,588,77,7988,0
50,78323,741,37,35362,0
65,88205,484,59,7525,1
54,60302,693,24,30293,0
25,65370,727,89,12777,0
47,61782,454,59,36706,0
37,47029,479,94,38232,1
18,92343,491,88,41262,1
66,80937,481,73,10611,1
24,24745,440,29,20575,0
28,88057,458,74,30532,1
56,58148,476,78,6580,1
24,44240,502,86,25600,1
53,77490,824,45,37100,1
37,75232,805,12,5907,1
50,50067,726,8,9471,1
64,44998,543,60,6780,1
51,60058,655,67,16317,1
40,33157,318,26,37335,1
41,40480,803,20,5735,0
26,52458,510,81,42701,0
40,34672,312,31,28504,1
63,23021,643,77,28432,0
65,89739,849,42,41763,1
34,32054,718,50,30253,0
56,35057,844,32,31526,0
51,80818,382,6,47448,1
23,47409,646,32,43079,1
20,49365,844,32,30832,0
55,31408,498,43,32517,0
55,43990,693,32,40305,1
25,95421,388,1,8410,1
57,61953,650,11,44584,1
26,49647,808,12,6573,0
32,82544,522,21,4012,1
47,82857,840,21,39365,1
66,50813,339,10,8,0
21,98361,692,9,955,1
46,52788,522,12,13722,1
50,81703,712,32,1959,0
23,73695,431,85,20712,0
46,94711,636,18,39680,1
36,25547,702,50,3026,1
54,25943,670,39,17527,0
44,25770,494,69,27055,0
28,83067,780,5,1016,1
59,57540,669,71,46115,0
26,40103,765,56,46707,0
33,93733,768,78,44759,0
68,74943,613,22,36352,1
35,44931,494,97,1730,0
30,20402,491,99,36951,0
24,56840,588,93,35672,0
34,93570,754,79,9062,0
26,46200,370,31,26573,1
49,22983,458,92,32352,1
43,59079,362,18,8138,1
59,52720,761,8,6524,0
69,94305,506,33,36482,1
39,46261,334,15,21886,1
62,76356,653,7,22251,1
45,54669,441,35,39624,0
33,86835,322,36,25911,0
53,90704,677,40,25709,0
42,70849,736,77,20840,0
45,86402,414,41,18323,1
46,70100,398,11,13498,1
59,36449,838,87,44039,0
18,54075,397,51,47291,0
48,90098,809,23,34835,0
47,54487,768,46,12682,1
57,30250,390,4,5600,0
42,44746,407,42,39789,0
69,28955,361,34,29708,1
35,36559,377,46,38981,0
54,38105,585,7,48641,1
60,88280,345,37,30056,0
68,94725,425,20,33127,1
26,38263,700,99,4718,0
32,89625,483,29,34453,1
46,72405,655,97,19757,0
54,65697,655,36,48408,1
22,31305,366,71,22947,1
61,43287,462,56,18989,1
26,50342,702,96,31742,0
54,22291,630,5,15223,0
27,96389,592,57,32866,1
42,83225,395,15,45144,1
55,69599,714,64,47493,0
27,80256,738,45,29533,1
55,71591,370,54,48917,0
37,45402,684,2,4180,1
59,30599,651,56,31498,1
26,66216,609,40,31373,1
20,81579,461,1,4557,0
60,90713,530,16,42872,0
28,51370,627,6,16957,0
21,29871,710,72,42048,1
66,43717,598,80,23983,0
45,58244,386,47,34897,0
58,48781,699,76,8947,1
55,76687,680,6,20191,1
28,46818,810,48,40759,0
68,88590,807,2,43205,1
49,47208,836,75,37764,1
35,45584,814,61,26192,1
57,79782,502,11,38219,1
63,62484,742,10,12639,0
36,83608,488,98,15836,1
33,58347,641,75,8686,1
20,88047,695,98,14596,1
30,96439,835,75,16903,0
66,39895,312,99,47630,0
68,22074,670,62,24060,0
54,84836,408,8,27725,0
65,40186,810,10,43126,1
47,67636,662,96,22703,1
31,53358,800,52,38039,1
68,64019,435,95,34661,0
69,83883,350,4,34483,0
53,84842,663,3,32601,1
23,97592,848,45,1626,0
49,40163,380,30,37625,1
58,51084,470,75,44864,0
57,39029,484,47,23632,1
49,33994,599,34,38894,0
29,58423,748,67,37117,1
60,32137,594,57,12782,1
56,69946,503,21,16904,0
42,65888,329,41,34374,0
42,33039,635,75,47419,0
25,35452,689,75,30048,0
59,54835,486,88,22487,1
52,78208,417,53,33439,0
23,47376,401,99,5809,1
60,78192,560,40,41562,1
21,38367,633,77,6932,1
61,97413,686,89,12309,0
52,24965,414,69,8511,0
43,57211,771,74,45545,0
48,35254,585,98,20630,1
38,45887,439,68,4669,0
41,75079,733,89,8470,0
27,46277,765,99,32464,1
24,80477,602,22,18948,1
43,63995,362,23,24702,0
45,74868,727,24,35455,0
19,53333,587,74,17484,0
61,68680,649,67,40414,1
31,60630,472,11,22596,1
24,67965,786,60,22942,1
34,66508,617,34,16267,1
32,73677,840,16,29228,1
39,25041,423,26,19325,0
49,84946,691,43,22515,0
43,40694,330,19,10327,0
40,63922,621,28,29082,1
43,38499,617,48,47715,0
67,76880,720,52,21400,1
41,33334,457,85,18914,0
39,91968,638,81,49942,1
44,26731,633,50,39645,1
38,27395,574,42,20057,0
54,96380,303,81,45760,0
60,79597,537,54,17555,0
25,42133,448,72,19355,1
31,80329,451,87,16693,0
19,41437,405,27,39114,1
69,32051,703,47,16640,0
24,85774,477,26,6116,0
44,97261,404,83,24558,1
25,22038,425,34,17096,0
21,30070,489,15,25548,0
27,76806,698,4,48245,0
63,70919,310,1,13421,1
64,88484,336,92,37395,1
27,23070,495,40,15465,0
33,91433,593,74,4726,0
20,21468,744,92,16755,1
40,60202,744,61,38876,1
19,26908,648,36,14802,1
18,44538,529,18,42363,0
28,42892,386,3,35624,1
65,90204,832,43,29767,0
61,90284,571,46,40414,1
54,68399,598,80,468,0
37,66965,451,28,32354,1
38,24703,842,65,4823,1
47,65186,525,52,28075,0
42,33417,640,79,11875,0
64,70642,312,12,8143,1
34,44135,414,96,9636,0
57,40416,561,25,26632,0
68,24478,342,80,2165,1
40,48756,381,36,3821,1
36,67012,778,21,46526,0
61,26171,734,10,21230,1
38,61568,374,76,4169,0
24,63325,724,78,5301,1
23,63022,388,63,41458,1
19,65152,509,51,11506,1
20,60831,404,27,41009,0
58,30895,343,18,45513,1
28,72138,313,53,14576,1
39,74143,792,55,42685,0
67,63609,739,98,8459,1
65,49020,726,75,2428,1
59,45438,742,79,25649,0
65,62490,482,5,24379,0
26,73831,592,37,1298,0
37,80678,461,52,47539,1
19,73382,530,98,20243,1
67,40153,517,60,24317,0
33,97033,319,25,44745,0
43,60474,725,33,18560,1
69,81587,371,97,42909,0
40,21891,654,15,28639,0
31,95265,818,1,12102,0
38,80628,319,38,7374,1
40,56840,549,45,27311,1
29,33114,515,7,3402,0
21,52670,485,12,48452,0
34,22756,644,68,31361,0
48,50883,838,26,16798,1
45,81341,504,10,22285,1
69,93842,641,72,28840,1
69,67142,719,50,9070,0
56,79987,743,25,6216,0
53,42399,834,96,4469,1
64,72085,713,64,444,0
31,46788,547,54,46011,1
69,65676,808,43,47372,1
48,32396,425,27,22147,1
50,76513,766,16,18041,0
26,49242,664,92,31348,1
39,49521,365,61,29686,1
53,81804,589,86,46526,1
47,56528,512,67,32508,1
69,74964,639,38,37812,1
26,57428,407,64,46439,1
26,20095,667,43,43355,0
29,91341,804,82,19024,1
45,29013,812,14,48787,0
33,89240,557,64,46206,1
54,25689,334,95,17629,1
66,96454,373,63,43921,0
23,67450,309,92,22088,0
26,99201,490,69,20960,0
60,46564,837,49,42838,0
51,37358,796,72,5269,1
48,57472,658,52,49150,1
24,52151,658,82,18496,0
49,38610,506,23,14357,0
66,64118,681,32,37891,1
60,30877,531,48,7174,0
41,27629,642,12,8156,0
47,90892,446,58,2579,1
59,24934,559,24,3567,0
43,75386,722,3,12743,0
50,87402,376,86,46664,1
43,66698,630,2,14757,1
36,35546,499,88,48709,1
18,45099,397,8,7838,1
69,36474,848,1,25221,0
37,56019,787,46,29590,0
55,39044,414,4,29685,1
65,88521,317,72,5603,0
29,84802,584,89,40441,1
60,55844,521,32,20334,1
39,47655,729,16,17875,1
67,80989,477,31,38713,0
24,89602,450,5,3638,1
39,82514,561,43,47712,0
44,37441,774,13,31366,0
31,58042,462,8,4128,0
30,27031,592,11,16828,0
37,55411,723,67,6819,1
25,82150,334,33,18064,0
63,75558,467,4,40062,1
35,71860,540,22,28792,1
21,34892,468,58,684,1
40,37562,354,60,23725,1
40,55788,364,98,42873,0
21,92321,308,99,2748,0
58,24060,657,81,43400,1
19,52198,741,96,42586,1
63,57118,753,26,13091,0
61,67506,388,15,16522,0
39,94089,589,32,31733,0
68,91865,846,53,16279,1
67,53680,768,61,8178,1
61,20137,803,4,8945,1
18,78328,695,94,36469,0
27,63306,396,83,43522,1
51,26194,713,17,4204,0
48,67537,471,81,20325,1
31,48160,801,12,24825,0
69,45790,393,79,25620,1
65,21906,521,93,31531,1
36,98633,813,11,18593,1
63,31874,757,91,8233,1
46,94552,655,14,66,1
63,79789,550,15,2619,0
53,87070,476,13,32098,0
47,46805,695,34,26626,0
28,86691,667,5,3468,1
47,85982,305,70,36815,1
39,95619,325,47,26077,0
19,26420,752,93,34095,0
56,63904,348,43,37000,1
42,69723,629,97,21868,0
62,75823,724,24,39125,1
25,51336,602,44,7244,1
49,76437,697,49,10947,0
61,44652,599,93,40365,1
24,61548,410,33,36914,0
39,61426,320,2,25629,0
46,61976,503,34,10354,0
19,57965,837,94,41909,0
55,65017,540,82,25025,1
60,23733,756,63,28156,1
66,68941,430,86,40517,1
32,28020,596,67,10229,0
37,88463,318,80,38200,1
43,49422,674,10,9782,1
28,50940,439,15,26768,1
40,78599,657,76,36594,1
58,82154,813,76,37515,1
66,90119,748,39,22716,1
69,35640,725,51,43338,1
59,58851,768,15,24849,1
21,29289,606,91,20080,0
21,32790,505,20,12986,0
65,50799,423,71,21270,0
18,84055,446,90,33564,0
40,68387,559,63,45531,0
41,45297,434,91,29748,1
44,61336,340,53,47942,1
24,48242,620,14,41322,1
51,84095,482,13,13749,0
21,47912,319,78,45839,1
19,41471,848,84,8872,1
40,57847,637,44,4455,1
65,80099,577,96,37946,1
53,55643,663,39,33525,0
39,24797,682,66,45354,0
27,53020,581,80,49068,1
59,27997,347,82,44185,1
52,67822,719,60,31224,1
58,31466,826,33,30628,0
44,55688,744,64,31246,1
41,72140,473,97,15322,0
24,75664,314,47,48031,0
68,85713,545,93,44219,0
38,80118,449,89,3719,1
25,35194,479,32,32820,0
67,42153,471,10,25331,0
53,50257,603,64,1142,0
22,85069,554,77,23340,1
33,36187,597,3,44520,0
35,69775,340,60,8071,0
55,75538,402,87,23103,0
40,37941,329,26,24826,0
61,56822,424,69,22869,0
69,29531,835,81,1855,0
54,33217,599,93,12837,1
68,26785,608,32,1717,1
38,77939,444,34,12323,1
62,36767,500,95,36778,1
39,60884,708,76,19999,0
30,63719,823,38,16984,1
53,60828,383,85,32252,0
28,30556,600,22,45149,1
23,89616,545,30,32605,0
26,66891,838,53,22853,0
37,83622,585,84,20329,0
56,51432,708,86,975,0
41,24284,787,2,1754,1
29,28698,391,71,22742,0
59,22076,803,38,47635,1
52,99130,636,57,23138,1
56,80719,325,33,29202,1
42,98132,346,49,4241,0
44,80186,790,92,19055,0
59,93998,691,28,38685,1
18,49867,711,63,20694,1
29,58154,442,54,18126,0
18,50559,764,6,4375,1
30,83649,646,62,20058,0
56,74254,533,95,18117,0
67,92036,738,36,43454,0
57,92572,319,74,45320,0
23,83214,508,19,16219,1
46,51502,388,6,16076,1
64,70186,410,34,28194,0
67,85072,384,8,19818,0
21,88861,819,6,28705,0
40,35247,572,41,20431,1
61,88310,589,89,1951,0
25,26154,663,15,35282,1
54,91401,693,22,31653,1
19,58709,522,4,30902,1
67,66550,374,73,45681,0
21,45264,584,86,4396,1
68,92844,784,56,32641,1
40,57458,702,18,15808,1
38,83153,385,24,1718,0
43,95313,707,99,4585,0
57,39395,403,67,22642,0
47,98790,692,18,42151,0
50,81307,648,89,31145,1
39,91697,597,84,3,1
29,70741,774,39,41155,0
23,55046,845,89,28494,0
37,74715,728,61,683,0
24,94187,463,77,13554,1
47,53590,331,78,1529,0
60,76976,381,94,9634,1
58,31527,453,44,11259,1
25,26143,779,28,16597,0
34,78174,726,30,26756,1
60,50051,433,51,25099,0
45,91087,615,33,41088,1
49,33648,383,82,24124,0
65,60905,645,64,11137,1
26,91609,794,52,25851,0
61,20514,421,28,12430,0
21,48364,370,73,9345,1
20,46548,622,14,8324,1
61,45520,389,69,29686,1
67,43003,708,99,41008,0
53,65529,521,54,48557,1
65,32682,537,49,16436,0
24,62626,459,7,46247,0
27,66449,512,44,38804,1
50,67110,578,60,37471,1
31,83269,747,1,19229,1
35,49507,823,51,18691,0
50,80086,751,99,12505,0
43,43516,638,38,47804,0
56,26665,522,66,935,1
67,67916,470,68,5024,0
34,23568,429,74,14663,1
60,44598,493,99,46969,1
45,78295,502,59,45161,1
19,60068,844,98,42143,1
57,45839,322,62,13182,1
54,96625,791,39,41368,0
49,50927,803,63,22790,1
44,45170,501,32,18064,1
48,81519,358,21,4213,0
21,23028,507,85,18214,0
52,65603,555,23,20580,0
49,81724,582,15,45249,0
28,78442,726,1,31119,1
40,22582,439,29,49059,0
64,73739,738,94,980,0
40,53471,409,19,28275,0
56,56811,436,33,32044,0
52,58531,790,88,23154,1
34,93313,601,70,45852,0
69,66727,720,10,15302,1
66,31617,638,46,38684,1
37,88999,793,47,29144,1
60,33276,372,55,402,1
67,68628,833,18,5945,0
49,55027,692,71,4183,0
55,42566,736,10,19854,0
63,22470,345,92,42645,0
22,60923,473,59,13364,1
32,99796,362,34,33814,0
49,84804,740,42,36177,0
51,87782,405,98,38118,1
43,33740,562,91,26175,0
68,46526,631,42,2926,1
32,88992,628,67,5172,0
26,82878,305,7,28072,1
22,74390,574,15,23724,1
51,65907,354,35,46566,0
50,68842,619,53,15061,0
38,39016,764,1,2861,1
20,23081,377,14,9066,1
47,96400,620,90,32265,1
22,86570,538,22,39294,0
41,89602,412,84,15005,0
69,87452,763,62,10565,0
33,99723,404,36,20258,1
23,74126,694,99,47097,0
57,83054,542,16,42076,1
52,41206,656,63,3194,0
43,78508,333,6,44976,0
61,25465,326,22,3993,1
18,86420,819,7,45642,0
37,92939,428,95,49859,1
63,66889,778,17,11016,1
28,51172,399,80,41288,0
37,86630,750,50,34009,1
56,76919,821,59,29570,0
21,89562,378,42,3675,1
55,97646,716,40,14695,1
63,56419,680,14,34594,1
59,96310,546,73,16490,1
47,61647,712,80,23762,1
53,21368,512,53,15445,0
62,41804,378,8,8805,0
39,48044,814,91,7465,1
57,89377,380,78,28641,0
35,54232,433,59,20198,1
22,41256,376,66,27094,1
61,71620,596,88,29035,0
47,45412,376,72,19999,0
22,34864,448,71,37878,1
56,97077,752,63,28040,0
68,67775,611,79,41696,1
31,22687,755,87,13192,1
28,49041,649,93,33818,1
69,75829,707,91,33484,1
38,37508,832,59,47985,1
28,28224,632,11,38421,1
49,41538,669,73,48305,1
46,31472,468,34,27521,0
20,63382,770,33,11380,0
30,20848,384,29,18585,0
23,60679,676,78,26375,1
65,58802,601,95,14962,0
45,84598,352,52,14270,1
48,32821,578,61,31667,1
40,98418,833,39,19860,1
55,62381,397,63,27870,1
55,27889,421,91,49508,0
23,96066,330,82,17464,0
39,74256,822,75,2632,1
62,55108,604,35,2968,1
57,39288,785,18,38295,1
66,25052,737,71,19055,1
51,32398,836,19,2739,1
55,49173,343,42,14155,0
55,57814,705,64,31350,0
24,52414,440,92,31405,1
18,28928,673,7,48867,1
49,45406,318,2,45519,0
39,49845,741,46,17957,0
57,55676,519,32,13642,0
20,75903,704,22,18110,1
21,37657,453,94,7029,0
34,99355,596,78,36900,0
52,34442,553,67,38368,0
40,49289,803,73,18757,0
46,28438,469,52,11249,1
19,44876,562,15,34026,0
63,50010,645,70,6135,1
23,87618,740,89,33454,1
67,20434,741,48,29275,1
41,50858,323,40,796,0
19,56682,828,60,19726,1
29,85993,569,4,48262,0
22,28119,431,21,23023,1
59,44909,507,67,41326,1
32,98608,583,60,2069,1
30,65747,352,67,2729,0
27,27760,804,39,9042,1
39,61655,823,94,39230,0
46,27396,784,67,0,0
66,30802,412,26,2179,1
62,41287,496,74,33914,1
24,33768,661,69,40390,1
39,63292,485,58,34024,0
21,41424,746,14,12422,1
19,79258,822,10,14274,0
39,22997,724,9,1505,1
41,78539,737,3,23563,1
43,29981,760,75,44042,1
39,94426,474,67,38652,0
22,57333,329,48,11857,0
27,63788,645,38,12225,1
36,35631,436,39,10681,1
58,87371,737,41,11220,0
39,61915,638,43,37612,1
44,88547,624,78,35531,0
19,41325,422,67,1296,0
38,42783,396,6,33682,1
42,56809,483,46,2447,0
39,68145,514,78,1426,1
26,37090,311,16,11756,1
48,57260,721,25,37313,0
62,39099,587,44,27441,1
18,54063,453,27,47739,0
32,34674,777,86,33046,1
47,81719,466,54,3465,1
30,72532,654,56,5154,1
31,55496,511,75,48433,1
60,43312,743,43,13823,0
51,58586,804,59,39354,1
42,53242,358,83,49703,0
50,46513,688,83,36775,0
60,27201,769,80,34619,0
38,97306,427,94,29071,0
49,68575,813,72,18969,1
33,83320,365,94,18034,0
22,99557,588,56,34733,0
44,25544,752,8,23630,1
43,37651,421,51,9925,1
36,95007,849,29,35607,0
39,97852,328,14,49813,1
27,70786,404,12,11185,0
69,94019,663,13,49951,0
32,27194,785,12,46581,0
51,44127,349,78,45717,1
47,67366,370,10,43192,1
52,97301,685,44,31730,0
31,84496,746,59,21776,0
40,23249,474,8,37491,1
66,81550,840,24,36864,1
24,87569,744,37,14484,1
63,96398,402,43,23309,1
43,78631,665,89,49381,1
46,45333,332,8,5239,0
27,68785,569,64,33106,1
65,44988,589,77,7662,1
47,21204,458,67,33371,1
63,75324,731,73,27442,1
63,50072,753,40,48831,1
40,20981,581,74,37896,0
27,85513,415,46,16158,0
64,29730,331,83,19322,0
43,98308,681,92,47661,0
35,39734,628,18,42669,0
18,51543,444,82,37319,0
20,60866,849,72,40472,0
58,66477,492,8,9749,1
27,56633,704,59,5333,1
46,28393,313,36,22243,0
22,30539,510,96,42108,0
22,95378,499,21,4264,0
32,79281,746,3,35812,0
43,92330,403,88,40197,0
43,97996,580,16,31244,1
53,22939,829,83,31991,0
21,71010,771,55,32250,0
43,75056,436,22,26632,1
67,62096,517,22,27476,0
46,76171,322,77,18319,1
56,46693,781,12,49212,1
69,81107,531,60,12368,1
39,63867,466,92,14131,1
18,84498,529,72,18884,1
45,33203,390,9,48620,1
63,74290,677,84,10131,0
56,92195,726,79,48440,1
36,60942,708,68,44276,0
58,64971,584,24,21424,1
29,42012,449,48,34190,0
59,67078,376,45,13049,0
23,30998,385,6,14678,0
52,65124,540,64,4920,0
28,28374,393,87,49287,1
18,63703,455,15,38131,0
18,50335,410,30,26885,1
24,60508,468,84,22448,1
60,43266,724,27,43509,0
59,82377,447,27,21210,1
46,36504,350,98,31143,1
51,88713,459,97,30494,0
24,82437,616,58,4166,0
48,91952,402,10,43488,0
18,88844,640,73,25699,0
54,88093,513,72,33169,1
43,35750,643,78,23987,0
67,50215,768,1,14059,0
46,37820,566,74,42077,0
52,65694,311,4,8905,1
54,52760,652,59,26071,0
27,31295,336,82,11298,0
22,71431,748,94,37041,1
47,56395,636,41,27522,1
67,21609,441,90,26696,0
63,80305,339,43,4047,1
21,39353,803,14,6241,0
24,83722,579,29,11712,0
68,85975,637,73,32002,1
37,20931,571,37,33368,0
45,22187,315,22,37899,1
24,91149,357,88,23162,0
28,32610,495,99,31565,0
66,63922,525,36,41884,1
31,64838,460,95,39608,1
25,86679,356,58,12059,0
41,72350,502,15,16170,1
68,88837,367,61,13639,0
48,96217,572,7,19693,1
19,69367,624,99,39172,0
25,34938,779,91,13632,0
44,65930,557,42,1484,0
60,37545,504,98,37928,1
41,71049,824,25,31418,1
68,76977,459,64,11605,0
23,63876,656,44,33999,0
28,86923,468,6,29790,0
66,98193,703,4,21052,0
33,47004,486,66,10818,0
69,81102,556,14,4040,1
46,59986,730,4,1459,1
58,70982,386,35,22877,0
47,61792,504,77,24035,0
62,24131,432,93,1953,1
24,63990,654,34,47259,1
33,28900,621,26,23097,1
53,51876,353,56,6926,0
48,67234,761,90,27386,1
28,46023,632,68,20754,1
36,72786,500,78,10527,1
31,62358,571,75,20439,0
32,32048,695,3,24025,0
25,53034,477,87,24678,1
29,35330,396,8,45280,0
60,23646,762,44,19841,1
41,85320,694,90,14647,1
55,50337,445,78,42063,1
30,80442,516,5,41133,1
35,68411,547,58,28956,1
52,62845,383,86,20570,0
46,74332,740,78,13772,0
37,83101,709,12,21249,1
51,27588,757,67,96,1
20,86594,799,94,27044,0
57,28466,802,20,11581,0
52,76898,403,3,38451,0
59,21620,393,33,11330,0
48,70125,305,77,35576,0
24,86338,781,18,40624,0
26,84359,611,75,6307,1
67,84177,797,26,46232,1
65,67271,318,7,14573,0
34,43398,302,90,31699,1
69,56721,440,3,17620,1
